Participant Number,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
293,5,4,5,2,3,2,5,5,4,1,3,3,3,3,3,3,5,2,1,5,2,4,5,5,3,2,5,5,3,2,5,3,4,3,1,1,5,2,2,1,1,5,4,5,1,2,1,3,1,2,3,1,4,1,2,1,5,5,4,5,5,3,5,2,2,1,1,4,4,4,4,4,1,never smoked,social drinker,3,3,4,5,4,4,3,5,5,1,2,4,2,1,5,5,3,4,1,5,1,3,4,5,3,2,3,2,5,4,2,5,i am often early,sometimes,2,4,2,4,5,4,3,5,4,4,5,2,5,4,4,3,3,4,4,4,5,4,4,few hours a day,4,4,3,3,5,5,4,21,184,120,1,female,right handed,secondary school,no,city,house/bungalow
294,5,1,2,2,2,4,4,1,5,4,5,1,4,3,3,5,2,1,2,5,1,1,5,4,5,4,5,5,4,3,1,4,1,1,5,5,5,4,2,3,1,5,2,5,1,1,1,3,1,4,1,3,3,1,2,1,1,2,4,4,5,2,5,1,1,4,1,2,2,2,3,4,5,tried smoking,never,1,2,1,3,2,4,1,3,2,5,4,5,2,4,1,1,3,4,4,5,5,1,5,2,4,4,1,5,2,3,1,1,i am always on time,only to avoid hurting someone,5,4,5,1,1,2,1,3,4,4,5,5,5,5,1,1,3,1,3,5,1,1,3,few hours a day,3,5,1,1,1,2,2,16,167,62,1,female,right handed,primary school,yes,village,house/bungalow
295,5,3,2,2,1,4,2,3,4,1,4,,4,4,3,4,4,1,2,3,3,3,4,2,2,3,2,2,4,2,2,5,5,4,1,1,3,1,5,3,1,3,4,5,2,4,2,4,1,3,4,1,1,3,4,1,1,3,2,3,3,2,5,1,1,3,1,5,2,2,2,3,4,former smoker,never,4,2,2,1,4,3,1,4,5,2,1,2,2,1,2,1,4,5,1,2,3,2,4,4,4,4,3,2,1,3,1,2,i am often early,sometimes,3,5,4,5,3,3,4,2,3,3,5,4,3,3,3,3,3,3,2,3,4,2,2,less than an hour a day,3,2,3,2,3,2,5,19,177,63,1,female,right handed,secondary school,no,city,house/bungalow
296,5,3,3,2,5,3,3,4,5,3,2,2,4,3,5,5,3,1,4,5,3,5,3,4,2,5,5,4,4,4,2,3,3,3,1,1,2,1,3,4,1,3,4,4,2,2,2,2,4,5,2,1,1,4,5,1,2,5,3,2,4,4,5,4,2,3,4,3,5,4,4,5,4,tried smoking,drink a lot,4,2,3,2,2,3,1,3,3,4,2,3,3,2,2,3,3,3,3,5,2,2,4,3,2,5,4,3,5,3,4,2,i am always on time,everytime it suits me,2,1,2,4,4,3,2,4,3,2,5,3,2,2,3,3,2,3,3,3,5,4,2,few hours a day,3,3,3,4,4,2,4,18,167,57,1,female,right handed,secondary school,no,village,house/bungalow
297,5,4,5,1,1,1,1,5,3,2,2,2,4,1,3,3,1,5,1,5,5,5,5,1,4,4,1,1,3,4,5,4,2,3,4,3,5,5,2,1,1,2,4,5,1,1,5,2,1,1,1,1,1,5,5,1,1,2,5,1,5,5,4,1,1,1,2,1,1,1,3,1,1,former smoker,drink a lot,3,5,2,1,1,3,2,3,5,3,5,5,2,5,2,5,5,5,1,3,1,2,2,4,1,5,3,2,1,3,1,5,i am always on time,sometimes,3,5,5,1,5,5,3,1,5,5,5,1,1,1,5,5,5,3,1,5,5,3,1,few hours a day,1,1,5,5,2,5,3,23,190,90,1,male,right handed,college/bachelor degree,no,city,block of flats
298,5,3,2,1,2,3,2,2,3,2,3,1,3,3,2,4,2,4,2,5,2,2,4,3,4,2,2,3,2,2,3,1,4,1,3,3,5,3,1,4,4,5,1,3,5,1,2,3,4,3,1,2,3,4,1,3,1,1,3,2,5,2,3,1,1,2,2,1,1,1,2,2,3,former smoker,social drinker,3,3,1,3,2,4,1,3,3,4,3,5,2,1,4,3,5,2,2,3,2,2,4,4,4,3,3,3,1,4,2,2,i am always on time,only to avoid hurting someone,3,3,3,3,2,4,3,3,3,1,2,3,5,2,3,3,3,3,3,4,3,3,2,few hours a day,2,3,4,3,2,4,3,19,187,83,0,male,right handed,secondary school,yes,village,house/bungalow
299,5,3,5,2,3,2,2,4,3,1,1,5,4,4,5,1,5,2,1,5,2,2,5,4,2,5,5,5,4,2,3,3,5,3,1,1,3,2,1,1,1,5,2,4,2,1,1,3,2,5,5,1,5,1,5,2,2,3,2,1,5,3,5,1,2,5,5,3,5,3,4,4,5,tried smoking,drink a lot,4,3,4,5,3,3,2,4,5,4,5,3,2,2,4,5,5,4,2,5,1,5,5,4,3,3,4,4,4,3,1,4,i am often running late,sometimes,2,2,4,4,4,5,2,5,2,4,3,4,3,4,3,4,3,3,2,2,4,3,3,less than an hour a day,4,2,3,3,4,2,3,19,163,51,0,female,right handed,secondary school,no,city,house/bungalow
300,5,3,4,1,1,3,4,2,4,1,3,5,5,3,2,2,3,1,2,5,5,5,5,3,1,3,5,5,5,1,5,3,4,3,1,1,4,3,3,2,1,1,2,4,3,2,3,3,1,3,2,3,1,5,2,1,2,4,2,3,5,1,4,3,2,4,3,5,5,5,5,3,5,tried smoking,social drinker,3,2,3,3,2,4,1,4,4,2,3,3,2,1,4,5,4,5,1,4,1,4,5,5,2,5,4,3,1,3,3,3,i am often early,sometimes,3,3,2,4,3,3,3,3,4,3,4,5,4,3,4,4,5,3,4,4,3,4,2,few hours a day,3,4,3,3,3,3,4,22,173,52,1,female,right handed,college/bachelor degree,no,city,block of flats
301,5,2,1,5,2,5,2,2,4,5,3,1,1,3,3,5,1,1,5,3,2,4,1,3,5,4,4,5,5,1,4,3,4,3,3,2,5,3,2,4,2,5,2,4,3,2,1,5,5,,1,4,3,1,3,3,1,3,3,4,2,3,2,1,1,1,1,1,1,1,3,1,2,tried smoking,social drinker,4,3,3,1,5,5,4,5,4,2,5,1,4,4,5,5,5,5,1,5,4,2,5,5,2,3,3,5,5,4,4,3,i am often running late,everytime it suits me,3,2,2,4,1,4,4,2,3,1,4,2,5,5,5,4,5,3,3,2,5,3,2,most of the day,4,2,5,2,3,1,4,18,165,65,1,female,right handed,secondary school,no,city,block of flats
302,4,2,1,2,1,5,2,1,5,5,1,1,1,2,1,2,1,1,4,5,1,3,4,2,4,5,5,2,5,4,5,5,5,2,2,4,3,4,1,2,3,4,4,1,2,2,2,3,2,4,1,1,2,2,1,2,1,2,5,4,4,1,3,2,1,1,2,1,1,1,1,2,3,never smoked,social drinker,1,2,2,5,2,4,4,4,3,3,2,4,3,1,4,1,4,2,2,3,1,3,4,4,2,5,2,4,4,1,2,2,i am often running late,only to avoid hurting someone,4,1,2,4,2,5,3,2,3,2,4,4,2,1,4,2,4,2,4,1,4,4,2,few hours a day,4,1,4,3,3,2,4,20,190,92,1,male,right handed,college/bachelor degree,no,city,house/bungalow
303,5,4,5,4,1,2,5,5,5,2,2,5,3,1,4,1,5,1,2,5,3,4,5,4,1,1,5,5,3,1,1,3,4,3,1,1,5,2,4,2,1,3,2,5,3,4,3,3,5,4,4,2,1,2,3,1,3,,3,3,5,2,1,3,5,3,1,1,5,5,5,5,4,tried smoking,social drinker,3,3,1,5,5,3,5,3,3,5,3,4,1,3,5,1,5,5,1,5,1,5,5,5,3,5,5,3,5,3,2,3,i am often running late,sometimes,1,3,5,3,4,1,,5,5,4,4,5,4,5,3,5,1,3,3,3,3,4,3,less than an hour a day,3,,1,4,4,2,3,19,178,58,1,female,right handed,secondary school,no,village,house/bungalow
304,4,5,2,2,4,2,5,4,5,4,2,4,2,2,3,1,5,1,1,5,1,3,5,4,1,3,3,3,3,4,5,4,2,2,5,2,4,4,5,2,2,5,4,4,3,3,4,1,1,4,4,1,1,5,4,4,4,5,3,3,3,1,5,5,1,1,2,4,4,4,2,3,1,never smoked,social drinker,4,3,3,4,5,3,1,4,4,1,3,3,2,5,3,1,3,4,1,2,1,5,3,2,4,5,3,3,1,3,1,1,i am often early,only to avoid hurting someone,2,4,4,4,2,4,4,4,4,4,3,4,3,5,2,3,3,4,1,3,2,4,2,few hours a day,4,4,2,2,2,2,3,25,167,76,1,female,right handed,masters degree,no,city,block of flats
305,5,3,2,2,1,4,4,4,4,2,1,2,3,2,2,1,2,1,3,5,1,3,5,4,3,1,4,4,2,1,4,4,5,4,1,1,3,1,4,3,1,5,2,4,2,4,1,1,2,1,3,1,1,2,3,3,1,4,3,1,5,1,1,1,1,2,3,3,3,1,4,2,1,current smoker,social drinker,3,3,2,1,3,3,1,2,2,2,4,4,4,1,1,1,1,4,1,3,1,4,2,1,3,4,1,1,1,3,3,4,i am always on time,everytime it suits me,5,5,1,4,5,4,2,4,5,1,5,1,4,3,5,4,3,3,1,4,5,1,3,few hours a day,3,4,3,3,1,1,3,18,160,53,2,female,right handed,secondary school,yes,city,block of flats
306,5,3,3,2,1,2,2,2,5,2,3,2,2,3,4,5,1,1,2,5,1,1,5,5,2,4,5,4,4,1,4,5,5,5,4,2,5,2,2,2,1,4,4,5,1,2,1,3,3,5,4,5,2,3,3,1,3,3,3,3,5,4,5,5,4,3,5,2,5,1,3,4,3,current smoker,social drinker,2,2,1,4,1,3,2,4,5,2,4,4,3,2,3,1,5,5,4,4,2,4,5,4,3,3,4,2,2,3,3,4,i am often running late,never,2,5,5,4,4,2,3,4,3,2,3,4,3,2,4,4,4,4,4,2,4,3,2,few hours a day,2,1,4,4,5,3,4,20,169,64,0,female,right handed,college/bachelor degree,yes,city,house/bungalow
307,5,5,5,3,3,3,3,3,4,2,4,4,5,5,5,5,5,4,1,5,3,1,5,5,2,1,5,5,2,1,1,3,4,1,4,1,5,5,3,3,1,1,5,4,1,3,5,2,2,3,4,4,1,5,5,2,2,5,5,4,5,5,5,3,3,2,5,5,2,3,1,5,4,never smoked,social drinker,3,1,3,4,2,3,4,4,3,5,4,4,4,2,4,4,5,2,5,4,5,5,4,4,4,3,4,5,5,4,3,4,i am always on time,sometimes,3,5,3,4,4,2,3,3,4,4,2,5,3,5,,4,1,3,1,5,5,4,3,few hours a day,4,5,4,2,3,2,5,15,174,63,1,female,right handed,primary school,no,city,house/bungalow
308,5,3,1,4,3,2,5,2,5,4,3,1,1,5,5,3,3,1,1,5,1,1,5,3,4,1,5,5,5,1,1,2,2,2,5,3,5,5,1,5,4,5,2,5,5,1,1,2,2,5,1,5,5,5,4,2,1,1,5,1,2,1,1,1,5,2,1,5,4,1,1,4,4,never smoked,never,3,5,3,4,5,5,1,3,3,4,5,1,3,1,5,5,5,3,4,5,5,3,5,4,5,2,3,5,3,3,3,2,i am often running late,only to avoid hurting someone,1,3,5,3,2,2,5,5,4,5,1,4,5,1,3,3,1,3,5,4,5,4,3,few hours a day,4,5,1,1,1,1,3,19,176,68,2,female,right handed,secondary school,no,city,block of flats
309,5,5,5,2,3,3,2,4,3,1,,3,1,1,1,2,3,4,1,4,3,4,4,4,5,4,5,5,4,2,3,3,4,4,2,2,3,3,3,5,2,1,4,4,4,4,4,2,2,4,4,1,1,5,5,2,3,4,4,2,5,4,3,3,3,3,4,3,4,5,5,3,2,tried smoking,never,4,4,5,4,4,3,3,4,4,3,5,4,3,3,3,4,3,5,2,4,1,4,4,4,3,3,4,4,3,4,3,5,i am always on time,sometimes,2,4,4,3,4,3,4,5,3,3,5,3,4,4,4,5,4,3,2,2,5,4,3,few hours a day,3,3,4,3,4,4,5,19,178,68,2,female,right handed,secondary school,yes,city,block of flats
310,5,3,4,2,1,3,3,3,4,1,1,4,1,1,4,2,2,2,1,4,5,5,3,2,3,2,3,3,2,1,3,2,3,1,3,3,3,3,1,3,3,4,2,4,2,1,2,3,1,3,5,1,1,2,4,5,1,5,3,4,5,4,1,1,1,2,1,1,1,1,2,2,3,never smoked,never,3,2,3,2,2,2,1,3,3,1,4,3,1,1,3,2,2,5,1,5,1,3,5,2,2,5,3,2,3,1,1,4,i am often running late,sometimes,3,3,3,4,4,3,4,3,3,2,4,4,2,2,5,4,3,4,3,4,3,3,2,few hours a day,3,4,3,2,4,4,3,16,158,50,0,female,right handed,secondary school,yes,village,house/bungalow
311,5,5,4,1,1,3,2,4,4,2,1,1,2,1,1,1,3,5,3,3,3,4,3,3,3,2,2,4,3,1,5,1,1,1,2,2,4,4,2,5,5,1,2,2,5,1,5,1,2,2,2,1,1,3,3,2,2,4,3,2,4,4,5,3,1,2,1,3,3,1,1,1,2,tried smoking,social drinker,3,2,3,2,5,3,3,3,2,4,2,3,3,3,2,2,3,2,2,3,2,4,4,3,4,3,2,4,4,2,3,3,i am always on time,sometimes,,4,3,3,3,3,3,3,2,4,3,2,4,2,4,3,2,4,3,3,2,4,2,few hours a day,3,3,3,3,3,3,3,19,180,78,1,male,right handed,college/bachelor degree,no,city,house/bungalow
312,5,4,5,5,2,5,5,5,5,2,2,5,5,5,3,3,5,2,5,5,4,4,5,4,5,3,4,5,5,3,5,5,3,3,3,1,4,3,5,4,3,5,5,5,2,2,4,3,3,3,3,3,2,5,4,2,3,4,3,5,5,5,2,1,1,1,1,5,1,1,3,1,2,former smoker,social drinker,3,5,3,2,3,4,2,5,3,5,2,5,3,5,1,5,5,5,1,4,1,5,5,5,3,3,4,3,3,3,4,3,i am often early,everytime it suits me,3,5,3,5,3,3,3,2,5,1,5,3,5,3,5,5,3,3,1,1,5,4,5,few hours a day,3,5,1,5,5,5,5,18,167,57,0,female,right handed,college/bachelor degree,yes,city,block of flats
313,2,4,2,1,1,2,2,3,4,3,2,3,3,3,3,2,1,2,1,5,4,4,4,3,4,5,2,2,3,1,3,2,1,1,2,2,3,3,1,1,2,1,3,1,1,1,3,1,1,1,1,1,1,5,5,1,1,1,2,1,4,2,3,3,1,2,3,2,2,1,1,3,3,tried smoking,social drinker,1,2,1,2,1,4,3,2,4,2,4,3,2,4,4,1,5,5,1,3,2,2,5,4,3,5,4,5,5,3,1,4,i am often early,sometimes,4,4,3,3,3,3,2,2,4,4,3,3,2,2,4,5,4,3,1,5,5,3,4,few hours a day,2,3,5,5,1,2,3,15,170,75,1,male,right handed,primary school,no,city,house/bungalow
314,5,4,3,2,2,4,3,4,2,1,1,4,1,3,4,2,4,2,2,5,4,4,5,4,5,3,4,3,3,1,3,3,4,4,1,1,5,4,1,3,2,3,3,4,1,2,2,3,4,4,5,2,1,4,4,1,4,5,2,,2,2,3,3,2,1,1,5,5,5,1,3,3,current smoker,social drinker,3,3,2,2,2,3,4,2,3,2,1,2,2,1,2,1,2,2,3,3,2,2,2,3,2,4,3,4,5,3,3,5,i am often running late,sometimes,3,3,4,4,4,2,3,5,4,3,4,4,4,2,4,4,4,4,4,2,3,4,3,few hours a day,3,4,2,3,3,2,3,20,170,55,1,female,right handed,secondary school,no,city,house/bungalow
315,5,4,5,4,5,4,5,5,5,5,5,2,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,4,2,5,5,5,5,2,3,2,3,5,5,3,3,5,5,4,5,2,5,4,5,5,2,3,3,5,4,5,5,5,2,1,1,3,2,3,3,3,5,2,never smoked,never,2,4,3,5,2,3,3,4,4,1,5,5,1,3,2,5,4,5,1,5,2,5,3,5,2,5,5,5,5,4,2,5,i am always on time,sometimes,3,3,2,5,4,4,3,5,5,1,5,4,5,3,5,5,1,4,4,5,5,4,3,few hours a day,3,5,3,2,1,3,3,20,180,75,2,male,right handed,secondary school,no,village,house/bungalow
316,5,3,1,1,1,3,3,5,2,1,1,2,1,1,1,2,2,1,2,4,1,3,4,1,2,5,4,3,3,2,4,4,2,2,1,1,5,3,4,1,1,2,4,3,1,1,2,2,3,2,2,1,1,5,3,1,4,5,4,3,5,1,1,1,1,1,1,5,5,5,3,4,4,tried smoking,social drinker,1,1,1,4,1,3,3,2,4,3,2,2,2,4,4,1,4,5,3,5,1,4,5,5,3,3,5,4,5,4,3,2,i am often running late,sometimes,2,1,4,5,2,4,4,3,2,4,4,5,4,2,4,3,2,3,3,5,2,4,3,few hours a day,1,5,5,5,5,4,2,20,184,68,1,male,left handed,secondary school,no,city,block of flats
317,5,3,4,1,1,1,3,3,3,1,2,3,2,1,1,2,2,4,2,4,2,3,5,4,3,2,3,5,3,1,3,3,2,2,2,2,4,2,1,5,4,1,2,1,2,3,2,3,1,4,4,1,1,4,4,4,4,5,3,2,5,4,5,1,3,3,2,3,3,2,3,3,3,former smoker,social drinker,3,2,3,2,3,3,3,3,3,3,3,3,2,4,3,2,3,1,1,3,2,3,3,1,2,5,3,2,5,4,1,3,i am often running late,sometimes,3,5,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,1,2,3,3,2,less than an hour a day,3,5,5,3,3,3,3,20,170,60,1,female,right handed,secondary school,yes,city,house/bungalow
318,5,3,5,2,2,2,1,3,5,1,2,2,1,2,3,3,4,4,1,5,5,5,5,1,5,5,3,3,3,1,5,1,1,1,3,3,3,4,2,2,2,3,3,3,2,1,4,1,1,3,3,1,1,5,5,1,2,2,5,1,5,3,5,5,1,1,1,1,1,1,1,3,3,tried smoking,social drinker,,3,2,3,3,2,1,5,4,3,5,3,2,5,5,5,3,1,1,5,2,3,5,5,3,5,4,1,1,4,2,3,i am often early,sometimes,3,5,3,3,3,3,5,4,5,1,4,3,1,1,3,4,4,3,2,3,3,4,3,few hours a day,3,4,4,5,2,4,5,19,180,65,2,male,right handed,secondary school,no,city,house/bungalow
319,5,3,2,3,4,3,3,3,1,1,3,3,2,4,4,3,3,2,1,5,3,4,4,5,5,3,2,1,1,4,3,3,5,1,3,1,5,4,3,5,5,5,2,4,5,2,1,1,5,3,5,1,2,5,,5,3,5,2,5,5,3,5,5,5,5,5,5,5,5,3,5,3,never smoked,social drinker,1,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,i am always on time,sometimes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,less than an hour a day,3,3,3,3,3,3,3,16,169,48,0,female,right handed,currently a primary school pupil,yes,city,house/bungalow
320,5,3,4,3,2,4,5,5,4,1,2,3,3,4,3,4,4,3,2,5,1,3,5,5,3,4,5,5,3,2,4,3,5,4,1,1,5,2,4,2,1,5,4,5,2,2,2,3,5,5,3,1,3,4,1,1,4,3,3,5,5,3,3,2,1,2,4,5,5,4,1,4,5,former smoker,social drinker,4,4,1,5,4,2,3,3,2,4,4,4,3,2,4,5,4,5,2,4,1,4,4,2,1,3,3,3,5,5,3,4,i am often running late,sometimes,3,2,5,4,1,3,3,2,1,4,2,5,4,4,5,2,2,3,5,4,2,5,3,few hours a day,3,5,4,3,2,2,4,18,166,65,1,female,left handed,secondary school,no,city,block of flats
321,5,4,3,2,2,2,2,3,5,4,3,2,3,2,2,5,2,4,1,5,2,4,5,2,3,4,5,5,3,4,5,5,2,3,3,3,5,5,,2,1,1,2,4,2,2,4,3,3,5,3,4,3,4,3,3,4,4,4,3,5,3,3,1,2,2,2,1,4,1,2,1,5,tried smoking,social drinker,4,4,4,4,2,5,3,3,5,2,3,5,5,5,5,3,5,5,3,5,2,4,4,1,3,5,4,3,5,3,3,2,i am often early,sometimes,4,4,4,3,3,2,3,3,2,2,2,5,4,2,4,3,3,4,4,3,4,4,3,few hours a day,5,3,3,3,2,3,4,20,178,88,0,male,right handed,secondary school,no,village,house/bungalow
322,5,3,3,2,4,3,4,4,5,2,2,5,2,3,5,3,4,3,1,5,5,5,5,4,2,3,3,5,3,4,4,4,5,2,1,1,5,,1,5,2,4,2,4,5,3,1,2,3,4,5,4,2,3,4,2,3,4,3,3,4,4,5,3,3,3,3,5,5,3,3,5,2,never smoked,never,4,5,3,4,3,4,,5,5,5,5,3,2,3,3,3,4,4,3,3,2,3,5,5,3,2,4,4,5,4,5,5,i am always on time,sometimes,4,3,4,4,4,4,,3,3,3,4,3,4,3,3,4,4,3,3,3,3,4,3,few hours a day,2,3,2,3,3,3,3,16,162,55,0,female,right handed,college/bachelor degree,yes,city,block of flats
323,5,3,2,2,1,4,3,2,5,5,5,1,3,3,5,5,3,1,2,4,1,2,5,5,2,3,5,5,5,1,2,5,2,5,1,1,2,2,2,1,1,3,5,3,1,5,3,3,2,4,2,5,1,4,5,2,3,4,2,2,4,3,5,3,3,3,2,2,5,2,4,5,1,tried smoking,social drinker,4,3,4,5,5,5,3,5,5,3,3,4,1,5,3,3,3,4,2,4,5,2,3,5,2,3,3,2,4,3,2,4,i am always on time,everytime it suits me,1,5,2,1,3,4,2,3,3,4,4,3,3,1,4,5,4,3,3,1,5,4,4,few hours a day,2,5,4,2,3,1,4,18,160,50,1,female,right handed,primary school,no,city,block of flats
324,5,2,2,1,4,5,4,5,4,1,3,1,1,1,3,1,3,1,5,3,2,4,5,4,2,2,3,2,5,1,5,2,4,3,3,3,4,4,2,5,5,1,1,3,5,1,1,1,4,3,1,3,1,5,4,4,3,4,5,2,4,2,5,1,1,3,2,4,4,1,2,5,4,never smoked,social drinker,3,4,2,2,5,5,5,5,4,3,3,3,4,1,4,5,4,3,2,4,2,2,2,5,4,2,3,4,5,3,3,2,i am often early,never,2,2,2,4,1,4,4,3,2,1,4,5,3,1,4,2,1,3,3,4,2,3,3,few hours a day,4,5,2,3,4,3,4,20,178,68,1,male,left handed,secondary school,no,village,house/bungalow
325,5,3,4,2,2,2,2,5,3,2,3,2,3,3,3,3,3,2,2,5,2,3,5,5,3,2,4,4,3,2,4,1,2,2,2,2,3,3,4,4,2,2,3,3,4,2,1,2,4,4,2,2,1,3,1,1,4,4,2,3,5,4,3,3,2,2,1,2,3,4,3,4,5,never smoked,social drinker,3,3,2,3,2,3,3,4,4,2,4,4,2,3,3,4,3,3,2,4,2,4,3,4,3,4,4,3,5,4,2,3,i am often running late,sometimes,4,3,3,4,3,2,4,5,4,3,3,4,4,3,3,4,3,4,3,4,3,4,3,few hours a day,3,3,3,3,3,3,4,18,168,65,1,female,right handed,primary school,no,city,block of flats
326,5,3,4,4,3,3,3,4,4,4,4,5,5,2,4,3,3,4,2,4,1,2,4,3,3,4,4,4,5,2,4,5,3,3,1,3,5,3,3,5,5,3,5,4,5,2,5,3,3,4,3,3,2,5,5,5,2,3,5,2,5,5,5,1,1,2,2,2,1,1,2,3,4,tried smoking,social drinker,2,3,3,3,3,4,1,3,3,2,5,4,1,4,2,5,4,3,3,4,1,3,5,4,3,3,4,4,3,3,1,3,i am often early,sometimes,2,4,3,5,5,3,2,3,4,4,3,1,4,2,3,4,2,4,2,2,4,4,3,less than an hour a day,4,3,4,3,4,4,4,19,185,62,1,male,right handed,secondary school,no,village,house/bungalow
327,5,4,3,2,2,3,2,5,4,2,2,2,3,3,3,3,3,3,1,5,5,4,5,5,4,5,3,3,4,2,2,4,4,4,4,1,3,1,5,1,1,1,3,3,2,2,1,1,1,4,1,1,1,4,3,3,3,2,1,2,5,2,4,2,4,2,2,1,1,1,1,3,2,never smoked,social drinker,3,2,3,3,1,3,3,5,4,4,3,3,1,1,4,5,3,3,1,4,1,2,5,5,1,3,2,5,4,3,1,3,i am often running late,only to avoid hurting someone,4,2,3,3,3,4,3,4,5,4,3,4,4,5,5,4,1,3,2,5,3,4,2,few hours a day,3,3,5,5,3,2,5,19,175,58,0,female,right handed,college/bachelor degree,yes,city,block of flats
328,5,3,3,2,1,4,4,5,3,1,1,5,4,3,4,2,3,1,2,5,3,4,5,3,3,3,4,5,5,1,5,3,3,1,2,1,5,5,5,1,1,5,4,4,2,2,4,3,1,4,1,1,3,4,2,2,5,4,4,3,2,2,5,5,4,2,4,5,5,3,1,2,3,tried smoking,social drinker,3,4,5,5,4,5,3,5,4,4,3,4,3,4,3,3,3,5,1,5,4,2,5,5,3,2,4,4,4,3,1,3,i am often early,sometimes,3,3,3,3,3,1,3,2,5,3,3,4,5,4,4,4,3,3,3,3,3,3,4,few hours a day,5,4,4,2,3,3,3,20,167,55,1,female,right handed,secondary school,no,city,block of flats
329,5,5,3,3,4,2,1,2,5,4,5,2,4,3,2,5,3,1,1,5,4,5,5,5,4,5,3,3,3,3,3,1,5,4,5,1,5,5,5,1,,1,5,5,1,3,5,1,1,3,1,1,1,3,5,1,1,3,1,3,5,3,1,5,1,1,4,1,3,1,3,3,3,tried smoking,social drinker,3,,3,3,3,3,3,5,5,5,5,5,1,1,3,5,,3,1,1,5,1,5,3,3,5,3,3,3,5,3,4,i am often running late,sometimes,2,4,2,4,5,3,1,3,5,3,5,5,3,1,4,5,4,3,5,3,5,3,3,few hours a day,5,3,5,5,5,4,5,18,193,84,0,male,right handed,college/bachelor degree,yes,city,block of flats
330,5,3,4,2,3,3,2,4,4,1,2,4,2,2,3,2,2,3,1,5,4,5,4,4,2,4,5,4,3,1,2,3,2,2,2,1,4,4,4,3,2,1,2,3,2,1,3,1,2,4,3,1,1,5,3,2,5,5,3,2,5,2,4,3,2,2,2,2,3,3,4,4,3,never smoked,drink a lot,3,4,3,4,3,4,4,4,4,3,3,3,3,4,2,1,5,5,3,3,1,5,5,4,5,3,3,4,5,3,2,3,i am always on time,everytime it suits me,2,4,4,4,4,5,4,5,4,5,4,5,5,5,3,3,1,3,1,4,2,3,3,few hours a day,2,5,4,4,5,3,4,17,160,60,1,female,right handed,primary school,no,city,block of flats
331,5,3,4,2,1,4,3,3,5,3,3,3,2,3,3,4,,3,2,5,1,1,5,3,4,2,4,4,4,1,3,4,3,2,1,2,4,3,1,2,1,1,3,5,,1,1,2,2,3,1,1,1,,4,1,4,3,3,5,4,1,5,3,5,4,3,5,3,,4,4,5,tried smoking,social drinker,2,3,1,4,3,3,3,,3,2,4,2,2,2,4,2,3,3,2,4,2,3,4,5,2,3,3,5,3,3,1,3,i am always on time,only to avoid hurting someone,3,2,5,3,2,2,3,1,3,3,3,5,3,3,3,1,3,3,3,,2,3,2,few hours a day,3,2,1,2,3,1,3,22,171,52,0,female,right handed,secondary school,yes,city,block of flats
